287.94	2
291.11	3
294.27	5
296.25	6
299.01	4
300.99	2
303.75	2
305.73	4
307.71	7
308.89	8
310.47	11
311.66	16
312.45	20
313.24	21
314.03	23
314.82	27
316.4	24
316.8	15
317.19	9
317.59	5
318.38	3
319.57	3
323.12	3
327.08	5
329.05	6
330.63	6
331.82	7
333	26
333.79	62
334.58	91
334.98	131
335.38	161
335.77	179
336.17	199
336.56	225
337.35	210
338.14	176
338.54	93
338.93	35
339.33	12
340.12	3
344.07	2
346.44	3
348.02	7
349.21	11
350.79	16
351.98	21
353.16	25
353.95	32
354.74	58
355.14	78
355.93	100
356.32	114
356.72	139
357.51	158
357.91	138
358.3	120
358.7	107
359.09	91
359.88	65
360.28	17
361.07	7
362.25	7
364.62	10
365.81	14
367.39	22
368.18	26
369.76	27
370.95	31
372.13	35
373.32	37
373.72	44
374.9	52
376.88	52
377.67	55
378.06	74
378.46	89
378.85	107
379.64	124
380.43	143
381.23	123
381.62	105
382.02	88
382.41	71
383.2	57
383.6	45
383.99	32
385.18	25
386.76	27
388.34	27
389.53	18
391.9	17
394.27	17
395.85	19
397.43	15
399.8	19
401.78	15
403.75	18
404.55	29
404.94	39
406.13	27
406.92	15
407.71	8
410.08	3
412.85	5
417.98	5
421.94	4
426.28	5
430.63	4
432.61	8
434.19	11
434.98	7
436.17	5
438.54	2
441.3	4
443.28	5
446.84	2
